Brand,Product,Gender,Product_Type,Price,Sold,Available,Revenue_Potential,Demand_Score,Price_Category,Market_Segment,Sales_Performance,Brand_Popularity,Country,Inventory_Status,Stock_Turnover,Revenue_Rank
Maison Alhambra,DELILAH PERFUME EDP 3.4 OZ BY MAISON ALHAMBRA LATTAFA FOR WOMEN -FREE SHIPING,Women,EDP,23.99,0.0,10.0,0.0,7.196999999999999,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Yves Saint Laurent,Yves Saint Laurent YSL Y Elixir PARFUM CONCENTRE 2oz. 2024 New Release! SEALED,Men,Parfum,129.0,13.0,7.0,1677.0,47.8,Luxury,Luxury,Low Seller,High,United States,Medium Stock,Slow,Others
Burberry,"2x Burberry HER Eau de Parfum EDP Sample Spray .05oz, 1.5ml Each New in Cards",Women,EDP,9.89,258.0,5.0,2551.6200000000003,183.567,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Paco Rabanne,1 Million by Paco Rabanne Men’s Sample Kit 4/pc,Men,Unknown,20.0,2.0,7.0,40.0,7.4,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
Yves Saint Laurent,YSL La Nuit De L’Homme Bleu Electrique EDT INTENSE 3.3 oz / 100 ml New & Sealed,Men,EDT,144.99,145.0,10.0,21023.550000000003,144.997,Luxury,Luxury,High Seller,High,United States,Medium Stock,Fast,Top 25%
Khadlaj,Khadlaj Karus Blu Spice 3.4 EDP New 🆕,Men,EDP,54.86,4.0,3.0,219.44,19.258,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Victoria's Secret,"Bombshell by Victoria's Secret 3.4 Oz – Eau De Parfum Spray, Fresh & Sealed",Women,Parfum,33.99,80.0,10.0,2719.2000000000003,66.197,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Fast,Others
HERMÈS,Terre D'hermes by Hermes EDT for Men Spray 6.7 oz / 200 ml *NEW IN SEALED BOX*,Men,EDT,99.99,65.0,10.0,6499.349999999999,75.497,Luxury,Luxury,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Rihanna,FENTY by RIHANNA Eau de Parfum 1.5ml Sample Size Travel Mini NIB. Authentic.,Women,Parfum,12.49,10.0,5.0,124.9,10.747,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Armaf,Armaf Club De Nuit Sillage 1.0 oz / 30ml Eau De Parfum Spray | Unisex | Sealed |,Men,Parfum,29.99,7.0,3.0,209.92999999999998,13.896999999999998,Budget,Mass Market,Low Seller,High,United States,Low Stock,Slow,Others
Salvatore Ferragamo,Salvatore Ferragamo Intense Leather Eau de Parfum for Men 1.0 Oz / 30ml,Men,Parfum,26.99,14.0,3.0,377.85999999999996,17.897,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Moderate,Others
Dolce&Gabbana,Dolce & Gabbana Cologne For Men Eau De Toilette Spray 2.5oz./75ml **NIB**,Men,Cologne,27.99,24.0,7.0,671.76,25.196999999999996,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Moderate,Others
Robert Piguet,Fracas by Robert Piguet Eau De Parfum 1.7 oz/50ml Spray New No Box,Women,Parfum,72.0,41.0,8.0,2952.0,50.3,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Escada,Escada Miami Blossom for Women Eau De Toilette 3.3oz-100ml Spray New (BR36,Women,Eau De Toilette,42.9,8.0,3.0,343.2,18.47,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Slow,Others
Khadlaj,"Shiyaaka for Men EDP Spray 100ML (3.4 FL.OZ) By Khadlaj (Woody, Aromatic, Earth)",Women,EDP,29.99,0.0,10.0,0.0,8.997,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Maison Margiela,Maison Margiela Replica Lazy Sunday Morning Eau de Toilette 3.4 oz New in Box,Women,Eau De Toilette,48.88,4.0,10.0,195.52,17.464,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
As shown,Male Eau De TOILETTE 3.4 oz / 100 ml EDT Spray For Men New In Seald Box USA,Men,EDT,49.99,24.0,5.0,1199.76,31.796999999999997,Mid-Range,Premium,Medium Seller,Low,Hong Kong,Medium Stock,Moderate,Others
Avon,2 PCS.SET Avon sweet honesty cologne PERFUME Spray 1.7 oz/With TRAVEL SPRAY,Women,Cologne,14.89,30.0,6.0,446.70000000000005,25.467,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Creed,Creed Queen Of Silk Eau De Parfum EDP 2.5oz / 75ml New 2024,Women,EDP,285.0,5.0,8.0,1425.0,89.0,Luxury,Luxury,Low Seller,Medium,United States,Medium Stock,Slow,Others
Azzaro,Azzaro Pour Homme by Azzaro 3.4 oz EDT Cologne for Men 3.3 100 ml New In Box,Men,EDT,26.0,1337.0,92.0,34762.0,943.6999999999999,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Top 25%
As Show,Flora Gorgeous Magnolia By-Gucci Eau De Parfum EDP 3.3 Oz Perfume For Women NIB,Women,EDP,54.99,9.0,0.0,494.91,22.797,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Fast,Others
Evyan,White Shoulders 4.5 oz Perfume for Women Eau de Cologne Spray New In Box,Women,Cologne,18.63,3185.0,13.0,59336.549999999996,2235.089,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 10%
PRADA,Prada Luna Rossa Black / Prada EDP Spray 3.4 oz (100 ml) (m),Men,EDP,90.45,19.0,3.0,1718.55,40.435,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Moderate,Others
Acqua di Parma,ACQUA DI PARMA Blu Mediterraneo Mandorlo Di Sicilia 2.5 oz / 2.5 oz 75 ml,Women,Unknown,50.0,14.0,2.0,700.0,24.799999999999997,Mid-Range,Premium,Low Seller,Low,United States,Low Stock,Moderate,Others
Ralph Lauren,Ralph Lauren Polo Black 4.2 oz EDT Sophisticated Men's Cologne Sealed Box,Men,EDT,31.99,103.0,10.0,3294.97,81.69699999999999,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Thierry Mugler,Thierry Mugler Angel 1.7 oz Women's Eau De Parfum | Heavenly Scent Sealed,Women,Parfum,43.99,20.0,10.0,879.8000000000001,27.197000000000003,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Slow,Others
Dossier,Dossier Fruity Almond Eau de Parfum 1.7 Oz Fragrance Perfume NEW IN BOX,Women,Parfum,18.75,29.0,10.0,543.75,25.924999999999997,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
BRUT,Brut 7oz Classic Scent Splash-on Cologne (Pack of 2),Men,Cologne,19.97,15.0,4.0,299.54999999999995,16.491,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Moderate,Others
Parfums de Marly,Parfums de Marly LAYTON Royal Essence EDP Spray 4.2 fl oz. NEW Sealed Box,Men,EDP,91.98,7.0,0.0,643.86,32.494,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
Abercrombie & Fitch,Abercrombie & Fitch Fierce 6.7 Fl oz Eau de Cologne Spray Men's New & Sealed,Men,Cologne,43.49,3.0,2.0,130.47,15.147,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Slow,Others
Jo Malone,Jo Malone London Grapefruit Cologne 3.4 oz,Women,Cologne,73.99,52.0,7.0,3847.4799999999996,58.596999999999994,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Fast,Others
Lattafa,Fakhar Lattafa 3.4 EDP Parfum Perfume for Women New in Box,Women,EDP,21.98,278.0,10.0,6110.4400000000005,201.194,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Dolce&Gabbana,Dolce & Gabbana 4.2oz Intenso EDP Sealed Men's Cologne,Men,EDP,40.99,16.0,10.0,655.84,23.497,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Tom Ford,Tom Ford  Electric Cherry Eau De Parfum EDP Sample Spray 2ml NIB,Women,EDP,12.0,6.0,4.0,72.0,7.799999999999999,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Slow,Others
KENZO,Kenzo Homme 3.7 oz/ 110 ml Eau de Toilette Intense Spray for Men. New Sealed Box,Men,Eau De Toilette,47.99,165.0,10.0,7918.35,129.897,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Others
Azzaro,Tester Men Azzaro Pour Homme Eau de Toilette Spray 3.4 oz 100 ml Cologne EDT,Men,EDT,18.11,12.0,10.0,217.32,13.832999999999998,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Parfums de Marly,"Parfums de Marly Delina La Rosee by Parfums de Marly, 2.5oz EDP Spray  For Women",Women,EDP,76.99,13.0,2.0,1000.8699999999999,32.196999999999996,Mid-Range,Premium,Low Seller,Medium,Hong Kong,Low Stock,Moderate,Others
Gucci,Gucci Guilty Cologne for Men EDT 3oz Luxurious Daring Adventure,Men,EDT,49.99,78.0,10.0,3899.2200000000003,69.597,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Aramis,Aramis by Aramis EDT Cologne spray for Men 3.7 oz Brand New In Box,Men,EDT,21.01,2486.0,272.0,52230.86,1746.503,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Moschino,Uomo Moschino by Moschino 4.2 oz EDT Cologne for Men New In Box,Men,EDT,22.87,440.0,74.0,10062.800000000001,314.861,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Parfums de Marly,Parfums De Marly Layton Exclusif Eau de Parfum Sample Spray 1.5ml / 0.05oz,Men,Parfum,13.95,41.0,7.0,571.9499999999999,32.885,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Paco Rabanne,1 Million Men Cologne Handmade Stronger With Pheromones For Sexual Attraction!,Men,Cologne,17.98,4.0,10.0,71.92,8.193999999999999,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
Calvin Klein,Obsession Night by CK Calvin Klein 4.0 oz EDT Cologne for Men New In Box,Men,EDT,28.02,5377.0,0.0,150663.54,3772.3059999999996,Budget,Mass Market,High Seller,High,United States,Low Stock,Fast,Top 10%
Dolce & Gabbana,"Light Blue by Dolce & Gabbana, 3.3 oz EDT Spray for Women",Women,EDT,49.51,635.0,10.0,31438.85,459.353,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
AS SHOW,Bleu De Paris Perfume 3.4Oz Eau De Parfum Cologne for Men Spray New With Box,Men,Parfum,74.99,4.0,2.0,299.96,25.296999999999997,Mid-Range,Premium,Low Seller,Medium,Hong Kong,Low Stock,Slow,Others
Azzaro,CHROME by Loris Azzaro  3.3 / 3.4 oz EDT Cologne For Men New Spray tester,Men,EDT,26.97,424.0,33.0,11435.279999999999,304.89099999999996,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Top 25%
Victoria's Secret,Victoria's Secret Bombshell FINE Body LOTION Fragrance Perfume 250ml,Women,Unknown,18.5,2.0,5.0,37.0,6.949999999999999,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Calvin Klein,Ck One Shock for Her by Calvin Klein 6.7/6.8 oz EDT Perfume for Women New In Box,Women,EDT,26.15,1954.0,112.0,51097.1,1375.645,Budget,Mass Market,High Seller,High,United States,High Stock,Fast,Top 10%
Unbranded,1/2PCS 50ml Men's Pheromone-Cupid Infused Perfume- Hypnosis Cologne Fragrances,Men,Cologne,12.98,103.0,10.0,1336.94,75.994,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Unbranded,Cologne Fragrance Aluminum Car Air Freshener for Men Modern Vent-Clip universal,Men,Cologne,7.19,131.0,10.0,941.8900000000001,93.85699999999999,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Others
Abercrombie & Fitch,Fierce By Abercrombie & Fitch 6.7oz/200ml Men's Eau De Cologne Brand New ~Sealed,Men,Cologne,49.49,463.0,10.0,22913.870000000003,338.94699999999995,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Donna Karan,Donna Karan Cashmere Mist 3.4oz Women's Eau de Parfum Brand New Sealed,Women,Parfum,28.99,379.0,3.0,10987.21,273.997,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Top 25%
Jo Malone,Jo Malone Oud & Bergamot Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Women,Cologne,86.99,9.0,7.0,782.91,32.397,Luxury,Luxury,Low Seller,High,United States,Medium Stock,Slow,Others
As Show,J'adore 3.4 oz/100 ml Eau De Parfum EDP Women Spray Gift For Her New & Sealed,Women,EDP,78.99,7.0,10.0,552.93,28.596999999999998,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Creed,Aventus Cologne for Men by Creed 2ml Vial Spray New Factory Sealed,Men,Cologne,11.99,39.0,2.0,467.61,30.897,Budget,Mass Market,Medium Seller,Medium,United States,Low Stock,Fast,Others
Creed,Virgin Island Water by Creed 2ml Vial Spray New Factory Sealed,Men,Unknown,13.0,17.0,3.0,221.0,15.799999999999999,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Moderate,Others
Afnan,Ornament pour homme by Afnan Cologne For Men EDP 3.3 / 3.4 oz New in Box,Men,EDP,22.15,196.0,28.0,4341.4,143.845,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Others
Burberry,Burberry Her Eau De Parfum 3-Pcs Set  / New With Box,Women,Parfum,134.5,49.0,3.0,6590.5,74.65,Luxury,Luxury,Medium Seller,High,United States,Low Stock,Fast,Others
PRADA,Prada Candy Perfume 2.7oz EDP Sweetly Luxurious and New Enchanting,Women,EDP,35.99,13.0,6.0,467.87,19.897,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Byredo,Byredo Mojave Ghost Eau de Parfum EDP Spray 3.4 oz / 100 ml Perfume for Unisex,Women,EDP,69.99,34.0,3.0,2379.66,44.797,Mid-Range,Premium,Medium Seller,Low,Hong Kong,Low Stock,Fast,Others
J Lo,LIVE LUXE by JLO Jennifer Lopez 3.3 oz / 3.4 oz Perfume New Unboxed,Women,Unknown,17.99,549.0,38.0,9876.509999999998,389.69699999999995,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Acqua di Parma,Acqua Di Parma Blu Mediterraneo Mirto Di Panarea Eau De Toilette  75 ml 2.5 oz,Women,Eau De Toilette,34.99,8.0,2.0,279.92,16.097,Mid-Range,Premium,Low Seller,Low,Hong Kong,Low Stock,Moderate,Others
Juliette has a gun,Not a Perfume by Juliette has a gun 3.3 oz EDP Perfume for Women Tester,Women,EDP,40.92,1571.0,0.0,64285.32,1111.9759999999999,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 10%
Dana,Women TABU by DANA 2.3 oz EDC Spray New In Box (NOT 3.0),Men,Unknown,14.99,647.0,10.0,9698.53,457.397,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 25%
Jimmy Choo,JIMMY CHOO by Jimmy Choo 3.3 / 3.4 oz EDP Women NEW IN BOX,Women,EDP,38.89,1832.0,25.0,71246.48,1294.0669999999998,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Fast,Top 10%
Giorgio Armani,"Acqua di Gio by Giorgio Armani for Men,  Eau de Toilette 6.7 oz Spray New in Box",Men,Eau De Toilette,51.99,28.0,9.0,1455.72,35.196999999999996,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Narciso Rodriguez,Narciso Rodriguez FOR HER 3.3oz 100 ML Eau de Parfum Brand New Sealed In Box,Women,Parfum,44.99,21.0,8.0,944.7900000000001,28.197,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Ralph Lauren,*Brand New 2024 Release* POLO 67 by Ralph Lauren - 10ML Travel Sample - Nice!!!!,Men,Unknown,22.99,14.0,6.0,321.85999999999996,16.697,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
United Colors of Benetton,United Colors of Benetton MINI COLORS FEMME WOMEN **Lot of 8** 0.13 oz 4ml EDT,Women,EDT,24.99,79.0,0.0,1974.2099999999998,62.797,Budget,Mass Market,Medium Seller,Low,United States,Low Stock,Fast,Others
Bond No. 9,New York Nights Bond No 9 Made Stronger With Pheromones For Super Sexual Allure!,Men,Unknown,17.98,9.0,10.0,161.82,11.693999999999999,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Versace,Mini Versace Eros Pour Femme 0.17 oz EDT Perfume for Women New In Box,Women,EDT,8.98,64.0,6.0,574.72,47.494,Budget,Mass Market,Medium Seller,High,United States,Medium Stock,Fast,Others
Lancôme,TRESOR BY LANCOME 3.4 OZ / 100 ML L'EAU DE PARFUM SPRAY WOMEN'S NEW & SEALED,Women,Parfum,40.99,7.0,0.0,286.93,17.197,Mid-Range,Premium,Low Seller,High,United States,Low Stock,Fast,Others
Azzaro,Azzaro Sport by Azzaro cologne for men EDT 3.38 oz New in Box,Men,EDT,18.96,1034.0,0.0,19604.64,729.4879999999999,Budget,Mass Market,High Seller,Medium,United States,Low Stock,Fast,Top 25%
Guy Laroche,Drakkar Noir by Guy Laroche 3.4 oz EDT Cologne for Men New In Box,Men,EDT,18.91,5500.0,10.0,104005.0,3855.6729999999993,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 10%
Versace,Versace Pour Femme Dylan Purple 3.4 oz EDP Perfume for Women New In Box,Women,EDP,63.99,152.0,0.0,9726.48,125.597,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 25%
C.K,Eternity by Calvin Klein 3.4 oz EDT Cologne for Men Brand New Tester,Men,EDT,28.75,12739.0,0.0,366246.25,8925.925,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Top 10%
Donna Karan,Donna Karan Cashmere Mist EDP 3.4oz Women's Fragrance New Sealed,Women,EDP,29.99,26.0,6.0,779.74,27.197,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Zara,ZARA Sunrise On The Red Sand Dunes (Mylene Alran) 3.4oz (100ml) EDP Spray SEALED,Men,EDP,58.95,12.0,5.0,707.4000000000001,26.084999999999997,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Givenchy,Givenchy L'interdit Nocturnal Jasmine 50ml / 1.7 oz EDP Spray Edition Millesime,Women,EDP,94.99,4.0,2.0,379.96,31.296999999999997,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Slow,Others
PRADA,Prada Les infusions De Milano Iris Cedre for Women 3.4oz/100ml EDP Spray In Box,Women,EDP,66.99,3.0,10.0,200.96999999999997,22.196999999999996,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
ISSEY MIYAKE,NEW! L'eau D'Issey by Issey Miyake 0.84 oz EDT Perfume for Women 5B,Women,EDT,21.0,2.0,3.0,42.0,7.699999999999999,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Slow,Others
AS SHOWN,LIBRE By Yves Saint Laurent YSL Eau de Parfum EDP Perfume 3 Oz/90ML for Women,Women,EDP,59.99,114.0,10.0,6838.860000000001,97.797,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Assorted,6x Cologne Sampler Lot of Designer Fragrance Samples for Men - NEW,Men,Cologne,17.95,4.0,0.0,71.8,8.184999999999999,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Fast,Others
EBC,Long Lasting Fire Cologne for Men (Inspired by Fahrenheit) 3.4oz/100ml,Men,Cologne,13.5,17.0,10.0,229.5,15.95,Budget,Mass Market,Low Seller,Low,United States,Medium Stock,Slow,Others
Houbigant,DUC DE VERVINS by Houbigant Eau De Toilette Spray 4 oz -120 ml Men New & Sealed.,Men,Eau De Toilette,68.0,33.0,6.0,2244.0,43.5,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Dolce & Gabbana,4 Dolce & Gabbana The One Luminous Night EDP Exclusive Edition sample 0.8ml New,Men,EDP,14.95,79.0,8.0,1181.05,59.785,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Parfums de Marly,Parfums deMarly Delina by Parfums de Marly 2.5 ozEau De Parfum Spray For Women,Women,Parfum,100.99,15.0,0.0,1514.85,40.797,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
PRADA,PRADA CANDY BY PRADA 2.7 oz 80ML Eau de Parfum BRAND NEW SEALED IN BOX,Women,Parfum,44.99,42.0,7.0,1889.5800000000002,42.897,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Fast,Others
Avon,Avon Women Fragrance Perfume Spray HAIKU 1.7oz  New In Box| FREE Travel spray,Women,Unknown,16.89,177.0,10.0,2989.53,128.96699999999998,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Paco Rabanne,1 Million by Paco Rabanne 3.4 Fl oz / 100 ml PARFUM Spray Men's New & Sealed,Men,Parfum,69.99,2.0,9.0,139.98,22.396999999999995,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Afnan,Turathi Blue by Afnan for men EDP 3oz New in Sealed Box,Men,EDP,33.7,131.0,10.0,4414.700000000001,101.80999999999999,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Britney Spears,Fantasy Jungle by Britney Spears 3.3 oz EDT Perfume for Women New In Box,Women,EDT,24.99,21.0,4.0,524.79,22.197,Budget,Mass Market,Medium Seller,Low,United States,Low Stock,Moderate,Others
Yves Saint Laurent,Y By Yves Saint Laurent LE PARFUM 3.3 Fl oz Spray Men's New & Sealed,Men,Parfum,60.99,35.0,2.0,2134.65,42.797,Mid-Range,Premium,Medium Seller,High,United States,Low Stock,Fast,Others
Armand Dupree Fuller,LUCIA MENDEZ PERFUMES CON FEROMONAS ELIGE TU FAVORITO 100% ORIGINAL CAJA SELLADA,Women,Unknown,32.99,472.0,10.0,15571.28,340.29699999999997,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Top 25%
Versace,Versace Pour Homme Signature by Versace 3.4 oz EDT Cologne for Men New In Box,Men,EDT,44.94,21310.0,10.0,957671.3999999999,14930.481999999998,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 10%
HERMÈS,Un Jardin Sur La Lagune By Hermes EDT For Women 3.3 oz / 100 ml *NEW IN BOX*,Women,EDT,67.99,110.0,10.0,7478.9,97.39699999999999,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Paco Rabanne,Paco Rabanne Invictus Cologne EDT 3.4oz Sealed Victory Scent Power,Men,EDT,39.99,5.0,10.0,199.95000000000002,15.497,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Dossier,Dossier FRUITY BROWN SUGAR Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Women,Parfum,20.0,47.0,4.0,940.0,38.9,Budget,Mass Market,Medium Seller,Medium,United States,Low Stock,Fast,Others
Viktor & Rolf,Spicebomb Extreme by Viktor & Rolf 3.04 oz EDP Cologne for Men New In Box,Men,EDP,86.72,1296.0,10.0,112389.12,933.2159999999999,Luxury,Luxury,High Seller,Medium,United States,Medium Stock,Fast,Top 10%
Christian Audigier,ED HARDY Love & Luck by Christian Audigier 3.3 / 3.4 oz EDP For Women New in Box,Women,EDP,20.25,2996.0,120.0,60669.0,2103.2749999999996,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
CHANEL,Chanel Platinum Egoiste (0.05 Oz / 1.5 ML) Sample Spray *New/Carded*,Men,Unknown,12.0,11.0,2.0,132.0,11.299999999999999,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Moderate,Others
